Id,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,FullBath,GarageCars,SalePrice,SalePrice_Log,Nbhd_Num,ExtQual_Num,BsmtQual_Num,KQual_Num,GrLivArea_Log
317,7,1980,1980,845,2,2,260000,12.468436909997665,2,2,2,4,7.763446388727362
318,8,2006,2006,1088,2,3,270000,12.506177237980511,2,2,2,3,7.580189417944541
319,7,1993,1993,1347,2,3,260000,12.468436909997665,3,2,2,3,7.880804344674901
320,7,1980,1980,1372,2,2,187500,12.141534124392603,2,1,2,2,7.294377299288821
321,9,2006,2006,1249,3,3,342643,12.7444443677961,3,1,3,3,7.86172707782398
322,8,2004,2004,1136,2,3,354000,12.777052192115912,3,2,3,3,7.811163385025279
323,7,1986,1987,1502,2,2,301000,12.614865543731012,2,2,1,3,7.912056888179006
324,3,1955,2005,1162,1,1,126175,11.745425111208464,1,1,1,2,7.0587581525186645
325,7,1967,2007,710,2,2,242000,12.396693005138824,2,2,2,3,7.999007213243955
326,5,1941,1950,720,1,2,87000,11.37366339763672,1,1,1,2,6.688354713946762
327,8,1993,1993,1719,1,2,324000,12.688498794774466,2,2,2,3,7.449498005382849
328,6,1960,1960,1383,1,1,145250,11.886211674714158,2,1,1,2,7.232010331664759
329,6,1916,1994,844,2,2,214500,12.27606501735021,1,1,1,3,7.665753431861699
330,5,1920,1950,596,1,1,78000,11.26446410567173,1,1,1,2,7.083387847625295
331,5,1964,1964,1728,2,1,119000,11.686878772093667,2,1,1,2,7.454719949364001
332,5,1958,1992,1056,1,1,139000,11.842229212112828,2,1,1,2,6.962243464266207
333,8,2003,2004,3206,2,3,284000,12.556729517143344,3,2,2,3,7.395721608602045
334,7,2004,2004,1358,2,2,207000,12.240474072247506,3,2,2,3,7.213768308118642
335,6,1998,1998,943,2,2,192000,12.165250651009918,2,1,2,2,7.401231264413015
336,5,1965,1965,1499,2,2,228950,12.341258918085241,2,1,1,2,7.487733761436444
337,9,2005,2006,1922,2,3,377426,12.841129801965447,3,2,3,3,7.561121589530238
338,7,2002,2003,1536,2,2,214000,12.273731294003989,2,2,2,3,7.336936913707618
339,7,1984,1998,1208,2,2,202500,12.218495165528731,2,2,2,3,7.390798521735676
340,6,1958,1998,1215,1,1,155000,11.951180395901384,2,1,1,2,7.102499355774649
341,8,2002,2002,967,2,2,202900,12.220468525813907,2,2,2,3,7.553810852008231
342,4,1950,1950,721,1,1,82000,11.314474526246391,2,1,1,2,6.734591659972948
343,3,1949,1950,0,2,2,87500,11.379394072345706,2,1,1,2,6.946975992135418
344,9,2005,2005,1684,2,2,266000,12.491251587763836,3,1,3,4,7.428927194802272
345,5,1976,1976,536,1,1,85000,11.350406535472453,1,1,2,2,7.013915474810528
346,6,1939,1950,972,1,1,140200,11.850825253582627,1,1,1,1,7.3632795869630385
347,6,1960,1998,958,1,1,151500,11.928340903931561,2,1,1,2,6.86484777797086
348,6,1960,1960,1478,2,2,157500,11.967180737247824,2,1,1,2,7.298445101508147
349,7,2003,2004,764,2,2,154000,11.944707881395766,3,2,2,3,7.3938782901077555
350,9,2005,2006,1848,2,3,437154,12.988040814744458,3,1,3,4,7.911324018963353
351,9,2007,2007,1869,2,2,318061,12.669998467265833,3,1,3,4,7.533158807455563
352,7,1986,1986,1453,1,2,190000,12.154779351142624,2,1,2,3,7.2813856635702825
353,5,1941,1950,616,1,1,95000,11.461632170582678,1,1,1,2,7.01301578963963
354,6,1928,2003,624,1,2,105900,11.570250531589497,1,1,1,2,6.579251212010101
355,6,1940,2000,940,1,1,140000,11.84939770159144,1,1,1,2,7.374629015218945
356,6,1995,1995,1200,2,2,177500,12.086725887897607,2,2,2,3,7.090076835776092
357,6,1992,1992,1158,2,2,173000,12.061046873479915,2,1,2,3,7.062191632286556
358,5,1976,1976,1142,1,2,134000,11.805595078933049,1,1,2,2,7.040536390215956
359,5,1958,1958,1062,1,1,130000,11.77528972943772,2,1,1,3,7.20934025660291
360,8,1998,1998,1086,2,2,280000,12.542544882151386,3,2,2,3,7.562161631225652
361,6,1978,1978,888,1,2,156000,11.957611286231675,2,1,2,2,6.815639990074331
362,5,1940,1982,883,1,1,145000,11.884489021402711,1,1,1,2,7.316548177182976
363,7,2003,2003,0,3,2,198500,12.198544379109382,1,2,1,3,7.561121589530238
364,6,1972,2007,483,1,1,118000,11.678439903447801,1,1,1,3,6.894670039433482
365,6,1976,1976,796,2,2,190000,12.154779351142624,2,1,2,2,7.3613754289773485
366,5,1920,1997,672,1,1,147000,11.898187865760873,1,1,1,2,7.203405521083095
367,6,1963,1963,1394,1,2,159000,11.976659481202368,2,1,2,2,7.2399325913204695
368,6,1962,1962,1099,1,1,165000,12.013700752882718,2,1,2,2,7.266128779556451
369,5,1954,1954,1268,1,1,132000,11.790557201568507,2,1,1,2,7.145196134997171
370,5,1959,2006,1063,1,2,162000,11.99535161421452,2,1,1,3,7.160069207596127
371,6,2000,2000,953,2,2,172400,12.05757263721173,2,1,2,2,7.416979621381154
372,4,1959,1959,0,2,2,134432,11.808813773969108,2,1,1,2,7.370230641807081
373,6,1984,1984,744,1,1,125000,11.736069016284437,2,1,2,2,6.62273632394984
374,5,1953,1953,608,1,1,123000,11.719939634354555,2,1,1,2,7.1846291527173145
375,7,2003,2004,847,2,2,219500,12.299107511497363,2,2,2,3,7.564238475170491
376,1,1922,1950,683,0,0,61000,11.018629143155449,1,1,1,1,6.806829360392176
377,5,1996,1996,870,1,2,148000,11.904967552746252,2,2,2,2,6.81783057145415
378,8,2004,2005,1580,3,2,340000,12.736700896592344,2,2,2,3,7.81035268372429
379,9,2010,2010,1856,1,3,394432,12.885202034321916,3,2,3,4,7.526178913346146
380,6,2000,2000,982,2,2,179000,12.095141084822892,2,1,2,2,7.495541943884256
381,5,1924,1950,1026,2,1,127000,11.751942365440728,1,1,1,3,7.43307534889858
382,7,2006,2006,1293,2,2,187750,12.142866569626381,2,2,2,3,7.170888478512505
383,7,2006,2006,939,2,2,213500,12.271392111650817,2,2,2,3,7.493873886783559
384,6,1928,1950,784,1,2,76000,11.238488619268468,2,1,1,2,6.664409020350408
385,6,1992,1992,1580,2,2,240000,12.388394202324129,2,2,2,3,7.577121930876679
386,8,2004,2005,1256,2,2,192000,12.165250651009918,2,2,2,3,7.1459844677143876
387,5,1910,1996,658,1,0,81000,11.302204433654575,1,1,1,2,7.076653815443951
388,6,1976,1976,1041,1,1,125000,11.736069016284437,1,1,1,2,7.025538314638521
389,7,1999,2000,1468,2,2,191000,12.160028707028767,2,2,2,3,7.2991214627108
390,10,2007,2008,1682,2,3,426000,12.962194625251508,3,1,3,4,7.754481547470383
391,5,1900,1950,861,1,1,119000,11.686878772093667,1,1,1,2,7.220373836723949
392,6,2001,2002,804,2,2,215000,12.2783933071098,2,1,3,3,7.581209826196346
393,5,1959,1959,0,1,1,106500,11.575900264131617,2,1,1,2,6.782192056006791
394,4,1941,1950,788,1,0,100000,11.512925464970229,1,1,1,2,6.669498089857879
395,5,1940,1950,735,1,1,109000,11.59910316121128,1,1,1,2,6.9411900550683745
396,5,1956,1956,1144,1,1,129000,11.76756768334381,1,1,1,2,7.042286171939743
397,5,1972,1972,894,1,2,123000,11.719939634354555,2,1,1,2,6.795705775173514
398,5,1962,1962,864,2,1,169500,12.040608205802641,2,1,1,2,7.502186486602924
399,5,1920,1950,961,1,1,67000,11.112447898373103,1,1,1,2,6.981934677156389
400,7,2006,2007,1092,2,2,241000,12.392552212472792,2,2,2,3,7.346010209913293
401,8,1996,1996,1260,1,2,245500,12.411052226216713,2,2,2,4,7.160845906664299
402,7,2005,2005,1310,2,2,164990,12.01364014498549,2,2,2,3,7.177782416195197
403,5,1940,1997,672,1,1,108000,11.589886506106357,1,1,1,2,6.51025834052315
404,8,1998,1998,1141,2,2,258000,12.460714863903755,3,2,2,3,7.724446645633537
405,6,1995,1996,806,2,2,168000,12.031719258385396,2,1,2,2,7.360103972989152
406,4,1976,1993,1281,2,2,150000,11.918390573078392,1,1,1,2,7.3901814282264295
407,6,1936,1950,1064,1,1,115000,11.652687407345388,1,1,1,2,7.40184157874383
408,6,1915,1976,840,2,1,177000,12.083905011555967,2,1,2,2,7.426549072397305
409,7,2006,2006,1063,2,3,280000,12.542544882151386,3,2,3,3,7.683403681053826
410,8,2007,2008,1034,2,3,339750,12.73596533201339,2,2,3,4,7.639161171659173
411,5,1958,1958,1276,1,1,60000,11.002099841204238,1,1,1,2,7.151485463904735
412,5,1955,1955,1056,1,2,145000,11.884489021402711,2,1,1,2,6.962243464266207
413,7,2009,2009,1470,2,2,222000,12.310432660854417,2,1,3,3,7.298445101508147
414,5,1927,1950,1008,1,2,115000,11.652687407345388,1,1,1,2,6.93537044601511
415,7,1993,1993,1080,2,3,228000,12.337100907936577,2,2,2,3,7.64826303090192
416,7,2007,2007,1340,2,2,181134,12.106992367829498,2,2,2,3,7.200424892944957
417,6,1978,1978,672,1,2,149500,11.915051671812877,1,1,1,2,7.24422751560335
418,6,1918,1950,1370,2,3,239000,12.384218830913648,2,1,2,2,7.8724551500639794
419,5,1940,1950,756,1,1,126000,11.744037185933616,1,1,1,2,7.033506484287697
420,5,1968,1968,1056,1,1,142000,11.863582336583399,2,1,1,2,6.962243464266207
421,7,1997,1998,1344,2,4,206300,12.237086699059343,2,1,2,2,7.203405521083095
422,6,1977,2000,1602,2,2,215000,12.2783933071098,2,2,2,3,7.379008127628304
423,5,1954,1954,988,1,2,113000,11.635143097694478,2,1,1,2,6.895682697747868
424,8,1998,1998,1470,2,3,315000,12.66032791780777,3,2,2,3,7.874739125171811
425,6,1956,1956,1196,1,1,139000,11.842229212112828,2,1,2,2,7.086737934510577
426,7,1946,1992,651,1,1,135000,11.813030057420567,1,1,1,2,7.236339342754344
427,7,1989,1989,1518,2,2,275000,12.524526376648708,2,2,2,3,7.404887575616125
428,4,1957,1957,907,1,1,109008,11.59917655301345,2,1,1,2,6.810142450115136
429,7,2007,2007,1208,2,2,195400,12.182804018590819,2,2,2,3,7.0967213784947605
430,6,1988,1988,1392,2,2,175000,12.072541252905651,2,1,2,3,7.252762418053187
431,6,1971,1971,483,1,1,85400,11.355101379776661,1,1,1,2,6.894670039433482
432,6,1920,1998,901,1,0,79900,11.288531131754366,1,1,1,2,7.088408778675395
433,5,1971,1971,765,1,2,122500,11.715866308966918,1,1,1,2,7.21890970761906
434,6,1997,1998,926,2,2,181000,12.106252310247962,2,1,2,2,7.38025578842646
435,4,1972,1972,630,1,0,81000,11.302204433654575,1,1,2,2,6.4457198193855785
436,7,1996,1996,799,2,2,212000,12.26434155365415,2,2,2,3,7.415175109613295
437,6,1920,1950,648,1,2,116000,11.661345470088502,1,1,1,2,7.0192966537150445
438,6,1926,2004,884,1,1,119000,11.686878772093667,1,2,1,2,6.806829360392176
439,5,1913,2002,440,1,1,90350,11.411446296020374,2,1,1,3,6.542471960506805
440,6,1920,2000,684,1,2,110000,11.608235644774552,1,1,1,3,7.086737934510577
441,10,2008,2008,3094,2,3,555000,13.226723392728571,3,1,3,4,7.784057002639929
442,4,1955,1955,1440,2,0,118000,11.678439903447801,1,1,1,1,7.272398392570047
443,5,1930,1992,1078,2,2,162900,12.000891794590137,1,1,1,2,7.360739903058278
444,7,2006,2007,1258,2,3,172500,12.058152515453552,2,2,3,3,7.1372784372603855
445,7,1994,1995,915,2,2,210000,12.254862809699606,2,2,2,3,7.553810852008231
446,6,1956,1956,1436,1,2,127500,11.755871643580617,1,1,1,2,7.4318919168078
447,6,1966,2002,1517,2,2,190000,12.154779351142624,2,2,1,3,7.543273346705446
448,7,1998,1999,930,2,2,199900,12.205572520488492,2,2,2,3,7.542213463193403
449,6,1937,1950,780,2,1,119500,11.691071650353702,1,1,1,2,7.226936018493289
450,3,1948,2002,649,1,1,120000,11.695247021764184,1,1,1,2,7.075808863978387
451,6,1930,2005,813,1,1,110000,11.608235644774552,1,1,1,3,6.70073110954781
452,7,1975,1975,1533,2,2,280000,12.542544882151386,2,1,2,3,7.334981878871814
453,6,1996,1997,872,2,2,204000,12.225875272826354,2,2,3,2,7.470793774195062
454,8,2008,2008,768,2,2,210000,12.254862809699606,2,2,2,3,7.371489295214277
455,5,1976,1976,1728,2,2,188000,12.144197241812087,2,1,1,2,7.454719949364001
456,7,1973,1973,1242,1,2,175500,12.075394321888057,2,1,1,2,7.124478262493424
457,5,1916,1950,624,1,3,98000,11.49272275765271,1,1,1,2,7.203405521083095
458,4,1954,1994,1364,1,2,256000,12.4529327234617,2,1,2,3,7.416378479192928
459,8,1925,1996,588,1,1,161000,11.9891596439666,1,1,1,3,7.418180822726788
460,5,1950,1950,709,1,1,110000,11.608235644774552,1,1,1,3,7.0925737159746784
461,8,2009,2009,832,2,2,263435,12.481561937216318,2,2,2,2,7.5678626054638825
462,7,1936,2007,560,1,2,155000,11.951180395901384,1,2,2,3,7.034387929915503
463,5,1965,1965,864,1,1,62383,11.041048081342682,1,1,1,2,6.761572768804055
464,6,1934,1995,715,1,1,188700,12.147913731356642,2,1,1,2,7.414572881350589
465,5,1978,1978,1040,2,0,124000,11.728036844587175,2,1,2,2,6.946975992135418
466,7,2004,2004,1375,2,2,178740,12.093687514935382,2,2,2,3,7.254177846456518
467,7,1970,1970,1277,1,2,167000,12.025749091398891,2,1,1,2,7.152268856032539
468,5,1942,1995,728,1,1,146500,11.894780707439258,2,1,1,3,7.404887575616125
469,8,2006,2006,1626,2,3,250000,12.429216196844383,3,2,2,3,7.3987862754199485
470,6,1993,1993,832,2,2,187000,12.138863895836725,2,2,2,3,7.444248649496705
471,8,1985,1985,1488,1,2,212000,12.26434155365415,3,2,2,3,7.31455283232408
472,7,1977,1977,808,2,2,190000,12.154779351142624,2,1,2,2,7.585281078639126
473,6,2005,2005,547,1,2,148000,11.904967552746252,1,1,2,2,6.977281341630747
474,8,2006,2007,1976,2,3,440000,12.994530005894443,3,2,3,3,7.588829878307813
475,8,2000,2000,1494,2,2,251000,12.43320821811392,3,2,2,4,7.409741954080923
476,5,1963,1963,970,1,2,132500,11.794337924408413,1,1,1,2,6.877296071497429
477,6,1997,1998,1478,2,2,208900,12.249610947544657,2,1,2,3,7.30854279753919
478,9,2006,2006,2153,2,3,380000,12.84792653170257,3,1,2,4,7.879669914604289
479,8,2007,2008,1705,2,3,297000,12.601487417784837,2,2,3,3,7.4489161025442
480,4,1937,2000,907,1,2,89471,11.401669829409995,1,1,1,2,7.030857476116121
481,9,2004,2005,1833,2,3,326000,12.694652660348845,3,2,3,3,7.52294091807237
482,9,2003,2004,1792,2,3,374000,12.832011076396668,3,2,3,4,7.491087593534876
483,7,1915,2005,910,1,1,155000,11.951180395901384,1,2,1,4,7.509883061154913
484,6,1998,1998,1216,2,2,164000,12.007621706806335,2,1,3,2,7.103322062526113
485,5,1962,2001,999,1,1,132500,11.794337924408413,1,1,1,3,6.906754778648554
486,5,1950,2007,1113,1,1,147000,11.898187865760873,2,2,1,3,7.014814351275545
487,5,1965,1965,1073,1,2,156000,11.957611286231675,2,1,1,2,6.9782137426306985
488,5,1971,1971,1484,2,2,175000,12.072541252905651,2,1,2,2,7.302496423727326
489,5,1900,1970,954,2,2,160000,11.982929094215963,1,1,1,2,7.789040401657477
490,4,1970,2002,630,1,1,86000,11.362102575235644,1,1,2,3,6.4457198193855785
491,5,1976,1976,264,1,1,115000,11.652687407345388,1,1,2,2,7.1731917424865985
492,6,1941,1950,806,1,1,133000,11.79810440720389,2,1,1,1,7.363913501405819
493,6,2006,2006,728,2,2,172785,12.059803326028716,2,2,2,2,7.283448228756631
494,5,1960,1960,1269,1,1,155000,11.951180395901384,2,1,1,2,7.1459844677143876
495,5,1938,1996,190,1,1,91300,11.421906066583059,1,1,1,2,6.786716950605081
496,4,1920,1950,720,1,0,34900,10.460242108190519,1,1,1,2,6.579251212010101
497,8,1992,1993,3200,3,2,430000,12.971540487669746,3,2,2,3,8.07961802938984
498,7,1925,1950,1026,2,1,184000,12.122691036591123,1,1,1,2,7.506591780070841
499,5,1967,2004,864,1,1,130000,11.77528972943772,1,1,1,3,6.80128303447162
500,5,1958,1985,912,1,1,120000,11.695247021764184,2,1,1,2,6.815639990074331
501,6,1973,1973,672,1,1,113000,11.635143097694478,1,1,1,2,7.1049654482698426
502,7,2005,2005,866,2,2,226700,12.33138283649562,2,2,2,3,7.477604243197589
503,5,1965,1965,1214,1,2,140000,11.84939770159144,1,1,1,2,7.101675971619444
504,7,1959,1997,1501,2,2,289000,12.57418196709457,2,1,1,2,7.496097345175956
505,6,1974,1974,855,2,2,147000,11.898187865760873,1,1,1,2,7.186901020411631
506,5,1952,1952,960,2,2,124500,11.732060994886899,1,1,1,2,7.580699752224563
507,8,1993,1994,777,2,2,215000,12.2783933071098,2,2,2,3,7.555381944240273
508,6,2009,2009,1218,2,2,208300,12.246734627249063,2,2,2,3,7.1049654482698426
509,7,1928,2005,689,2,2,161000,11.9891596439666,1,1,1,3,7.228388451573604
510,5,1959,1959,1041,1,1,124500,11.732060994886899,2,1,1,2,6.947937068614969
511,5,1951,2000,1008,1,1,164900,12.01309450854769,2,2,1,2,7.217443431696533
512,7,2005,2006,1368,2,2,202665,12.219309648562168,3,2,2,3,7.221105098182496
513,5,1958,1958,864,1,2,129900,11.77452020265869,2,1,1,2,6.761572768804055
514,6,1983,1983,1084,1,2,134000,11.805595078933049,2,1,1,2,6.984716320118266
515,5,1926,1950,768,1,1,96500,11.477298287327077,2,1,1,2,6.670766320845874
516,10,2009,2009,2006,2,3,402861,12.906346868281233,3,1,3,4,7.61085279039525
517,6,1972,1972,689,2,2,158000,11.970350312009105,2,1,1,2,7.6586995582682995
518,7,1996,1997,1264,2,3,265000,12.487485104968359,3,2,2,3,7.759614150696903
519,6,1998,1998,794,2,2,211000,12.259613412458204,2,1,2,2,7.493317248862145
520,7,1926,2004,1276,1,1,234000,12.363076394339839,2,2,2,3,7.640123172695364
521,4,1900,2000,0,2,0,106250,11.573550086786664,1,1,1,2,7.165493475060845
522,6,1957,1957,1244,1,1,150000,11.918390573078392,2,1,1,2,7.126087273299125
523,6,1947,1950,1004,2,2,159000,11.976659481202368,1,1,1,2,7.416979621381154
525,7,1996,1997,1379,2,3,315750,12.662706040212738,3,2,2,3,7.7823903355874595
526,7,2005,2005,1257,2,2,176000,12.078239274020289,2,2,2,3,7.143617602704121
527,5,1956,2000,928,1,1,132000,11.790557201568507,2,1,2,2,6.833031732786201
528,9,2008,2008,1452,2,3,446261,13.008659261632127,3,1,3,4,7.905810312658931
529,4,1920,2002,528,1,0,86000,11.362102575235644,1,1,1,2,6.405228458030842
530,6,1957,1975,2035,3,2,200624,12.209187788430318,2,2,1,2,7.83002808253384
531,6,1988,1989,1461,2,2,175000,12.072541252905651,2,2,2,3,7.319202458767849
532,6,1920,1999,611,2,2,128000,11.759785542901755,1,1,1,2,7.216709486709457
533,5,1955,2007,0,1,1,107500,11.585246126549855,2,1,1,2,6.717804695023691
534,1,1946,1950,0,1,0,39300,10.578979797857352,1,1,1,1,5.811140992976701
535,8,2004,2004,707,2,2,178000,12.089538829274222,2,2,3,3,7.254177846456518
536,5,1910,1991,1117,1,0,107500,11.585246126549855,1,1,2,2,7.205635176410364
537,7,1998,1999,880,2,2,188000,12.144197241812087,2,1,2,3,7.452402451223638
538,4,1972,1972,864,1,2,111250,11.619535200028487,2,1,1,2,6.761572768804055
539,5,1968,1968,1051,1,1,158000,11.970350312009105,1,1,1,2,7.055312843339752
540,8,2001,2002,1581,2,2,272000,12.513557345278134,2,2,2,3,7.3783837129967145
541,9,2006,2006,1838,2,3,315000,12.66032791780777,2,1,3,4,7.516433302915632
542,8,2000,2000,969,2,3,248000,12.421184025147118,3,2,2,3,7.734121303328305
543,7,1998,1999,1650,2,2,213250,12.270220465353926,2,2,3,3,7.426549072397305
544,7,1998,1998,723,1,1,133000,11.79810440720389,2,1,2,2,6.642486801367256
545,7,2006,2006,654,2,2,179665,12.09884928474215,2,2,2,3,7.310550158534422
546,7,1988,1988,1204,2,3,229000,12.341477282536376,2,2,2,3,7.688455356549944
547,6,1923,1950,1065,1,2,210000,12.254862809699606,1,1,2,2,7.399398083331354
548,5,1970,1970,768,1,2,129500,11.771436160121729,2,1,2,2,6.643789733147672
549,5,1955,1995,825,1,2,125000,11.736069016284437,1,1,1,2,6.715383386334681
550,7,2003,2004,912,2,2,263000,12.479909311159902,2,2,2,3,7.646831391430482
551,6,1977,1977,1069,2,2,140000,11.84939770159144,1,1,2,2,6.974478911025045
552,5,1957,1957,928,1,1,112500,11.630708500626612,1,1,1,2,6.833031732786201
553,8,2006,2006,1709,2,3,255500,12.450977688625896,3,2,3,3,7.448333860897476
554,4,1949,2003,0,2,2,108000,11.589886506106357,1,1,1,3,7.026426808699636
555,7,2003,2004,998,2,3,284000,12.556729517143344,3,2,2,3,7.6236419465115715
556,5,1922,1950,993,1,1,113000,11.635143097694478,1,1,1,2,6.954638864880987
557,5,1957,1957,1092,1,1,141000,11.856515169360305,2,1,1,2,6.9957661563048505
558,4,1920,1950,637,1,1,108000,11.589886506106357,1,1,1,2,7.197435354096591
559,7,1996,1997,729,2,2,175000,12.072541252905651,2,1,2,2,7.27655640271871
560,7,2003,2004,1374,2,2,234000,12.363076394339839,2,2,2,3,7.350516171833998
561,5,1957,1996,1392,1,2,121500,11.70766954176274,1,1,2,2,7.238496840894365
562,5,1974,1975,1389,1,2,170000,12.043553716032399,2,1,2,2,7.236339342754344
563,5,1940,1969,996,1,0,108000,11.589886506106357,1,1,1,2,6.903747257584598
564,6,1918,1950,1163,2,2,185000,12.128111104060462,1,1,2,2,7.422971251049421
565,7,1992,2000,1095,2,2,268000,12.498742259492994,3,2,2,3,7.738488122494646
566,6,1915,1950,806,1,1,128000,11.759785542901755,1,1,2,1,7.4067107301776405
567,9,2005,2007,1122,2,3,325000,12.691580461311874,3,2,2,4,7.825644732219989
568,7,2004,2004,1517,2,2,214000,12.273731294003989,3,2,2,3,7.336285660021297
569,8,1983,2009,1496,1,2,316600,12.66539442642905,2,2,2,3,7.664815785285735
570,5,1979,1979,943,1,2,135960,11.820116003810051,2,1,2,2,6.849066282633458
571,5,1965,1965,1728,2,2,142600,11.867798786962332,2,1,1,2,7.454719949364001
572,6,1959,1959,864,1,1,120000,11.695247021764184,2,1,1,3,6.761572768804055
573,7,2009,2009,846,2,2,224500,12.321630986164447,2,1,3,3,7.433666540166168
574,7,2000,2000,384,2,2,170000,12.043553716032399,2,1,2,2,7.265429723253953
575,5,1971,2005,372,1,1,139000,11.842229212112828,2,1,1,2,7.011213987350367
576,5,1947,1950,832,1,1,118500,11.682668239557323,2,1,1,2,7.103322062526113
577,7,1928,1950,861,2,1,145000,11.884489021402711,1,1,1,2,7.29776828253138
578,5,1966,1966,1164,1,2,164500,12.010665849187564,1,1,1,2,7.1853870155804165
579,7,2007,2007,689,2,2,146000,11.891361900690473,2,2,2,3,7.238496840894365
580,5,1954,1954,1050,2,1,131500,11.786762130599957,1,1,1,2,7.492760300922379
581,6,1960,1987,1144,1,2,181900,12.111212364506214,2,1,1,3,7.264730177929867
582,8,2008,2009,2042,2,3,253293,12.442302200392747,3,1,3,4,7.621684998724611
583,6,1990,1990,816,1,0,118500,11.682668239557323,1,1,2,2,6.704414354964107
584,10,1893,2000,1237,3,2,325000,12.691580461311874,1,1,1,3,7.928406026180535
585,4,1935,1995,884,1,1,133000,11.79810440720389,1,1,1,3,7.360739903058278
586,8,2005,2006,1868,2,3,369900,12.820987977820545,2,2,3,3,7.614805364711073
587,6,1918,2000,816,1,1,130000,11.77528972943772,1,1,1,1,6.731018100482083
588,5,1982,1982,840,1,2,137000,11.827736204810263,1,1,1,2,6.756932389247553
589,5,1968,2003,1437,1,1,143000,11.870599909242044,2,1,1,4,7.29505641646263
590,5,1930,1960,742,1,1,79500,11.283512300642423,1,1,1,2,6.840546529288687
591,7,2004,2004,770,2,2,185900,12.132964173709535,2,2,2,3,7.366445148327599
592,10,2008,2008,1722,2,3,451950,13.021326833226556,3,1,3,4,7.738923757439457
593,5,1982,2003,816,1,2,138000,11.835008964139341,2,1,1,2,6.704414354964107
594,6,2003,2003,848,1,2,140000,11.84939770159144,2,2,2,3,6.742880635791903
595,5,1975,1975,924,1,1,110000,11.608235644774552,2,1,2,2,6.828712071641684
596,8,2005,2006,1814,2,3,319000,12.672946381766982,3,2,2,3,7.509883061154913
597,6,1910,1993,684,1,1,114504,11.648365035864053,1,1,1,2,7.221105098182496
598,7,2006,2007,1258,0,3,194201,12.17664898415669,2,2,3,3,7.2456550675945355
599,5,1977,1977,1430,2,2,217500,12.289954129510877,2,1,2,3,7.4067107301776405
600,6,1980,1980,716,2,2,151000,11.925035115797062,1,1,2,2,7.349873704738337
601,8,2005,2005,1058,2,2,275000,12.524526376648708,3,2,2,4,7.55171221535131
602,6,1937,1950,780,1,1,141000,11.856515169360305,1,1,1,3,7.226209010100671
603,8,1992,1992,908,2,2,220000,12.301382825334498,2,2,2,3,7.557472901614746
604,7,2004,2005,600,2,2,151000,11.925035115797062,2,2,2,3,7.090076835776092
605,7,2002,2002,1494,2,2,221000,12.30591798049989,2,2,2,3,7.309212365692763
606,7,1965,1990,768,2,2,205000,12.230765258120545,2,1,1,2,7.593877844605118
607,5,1996,1996,1040,1,2,152000,11.931635799828413,2,1,2,3,6.946975992135418
608,5,1948,2002,896,3,1,225000,12.323855681186558,1,1,1,4,7.60489448081162
609,8,1934,1998,965,2,2,359100,12.791356180214175,2,1,2,2,8.069029328774958
610,4,1961,1961,1029,1,1,118500,11.682668239557323,1,1,1,2,6.9363427358340495
611,9,2000,2000,1440,2,3,313000,12.65395846952229,2,2,3,4,7.674617497364363
612,6,1978,1978,1032,2,2,148000,11.904967552746252,2,1,2,2,6.939253946041508
613,8,2001,2001,1299,2,2,261500,12.474189562487116,2,2,2,4,7.534762657037537
614,5,2007,2007,1120,1,0,147000,11.898187865760873,2,1,2,2,7.02108396428914
615,4,1972,1972,630,1,0,75500,11.231887935237117,1,1,2,2,6.4457198193855785
616,6,1963,1963,936,1,2,137500,11.831379196088763,2,1,1,3,6.960347729101308
617,6,2002,2003,783,2,2,183200,12.118333731222167,2,2,2,3,7.319202458767849
618,6,1954,1954,832,1,2,105500,11.566466231898259,2,1,1,3,6.723832440821209
619,9,2007,2007,1822,2,3,314813,12.659734090733718,3,1,3,3,7.510977752014095
620,8,2003,2003,1482,2,3,305000,12.628067055589549,2,2,2,3,7.724004656676065
621,3,1914,1950,864,1,0,67000,11.112447898373103,1,1,1,2,6.761572768804055
622,6,1974,1997,1522,2,2,240000,12.388394202324129,2,1,1,2,7.868636894184167
623,5,1977,1977,980,1,2,135000,11.813030057420567,1,1,1,2,6.887552571664617
624,6,2000,2000,756,2,2,168500,12.034691028774553,2,2,2,3,7.321188556739478
625,6,1972,1972,732,1,2,165150,12.014609430818936,2,1,1,2,7.489970898834801
626,6,1962,1962,1116,1,2,160000,11.982929094215963,2,1,1,2,7.017506142941256
627,5,1960,1978,978,1,1,139900,11.848683160653573,2,1,1,2,7.259819610363186
628,6,1955,1972,1156,1,1,153000,11.938193200374572,2,1,1,2,7.326465613840322
629,5,1969,1969,1040,1,2,135000,11.813030057420567,2,1,2,1,7.640123172695364
630,6,1964,1964,1248,1,2,168500,12.034691028774553,2,1,1,2,7.2078598714324755
631,5,1880,1991,636,1,1,124000,11.728036844587175,1,1,1,4,7.4673710669175595
632,8,2006,2006,1554,2,2,209500,12.25247901834433,3,2,2,3,7.348587530927593
633,7,1977,1977,1386,2,2,82500,11.320553572322773,2,1,1,2,7.252053951852814
634,5,1954,2005,1056,1,1,139400,11.845102777308561,2,1,1,2,6.962243464266207
635,6,1980,1980,1056,0,2,144000,11.877568578558138,1,1,1,2,6.962243464266207
